temp,bpm,red,adc,med,trig,max,min
32.125001,39.438939,10664,8312,8320,0,8344,8320
32.250001,39.438939,10656,8288,8320,0,8344,8320
32.312500,39.438939,10672,8304,8320,0,8344,8320
32.437501,39.438939,10656,8312,8312,0,8344,8312
32.250001,39.438939,10648,8304,8312,0,8344,8312
32.312500,39.438939,10632,8304,8304,0,8344,8304
32.250001,39.438939,10648,8312,8304,0,8344,8304
32.500000,39.438939,10656,8280,8304,0,8344,8304
32.250001,39.438939,10640,8280,8304,0,8344,8304
32.250001,39.438939,10624,8320,8304,0,8344,8304
32.000000,39.438939,10616,8288,8304,0,8344,8304
31.250000,39.438939,10600,8280,8288,0,8344,8288
32.125001,39.438939,10608,8280,8280,0,8344,8280
31.500001,39.438939,10584,8296,8280,0,8344,8280
31.937501,39.438939,10584,8288,8288,0,8344,8280
31.750000,39.438939,10600,8256,8288,0,8344,8280
32.125001,39.438939,10568,8280,8280,0,8344,8280
32.437501,39.438939,10584,8288,8280,0,8328,8280
31.437500,39.438939,10616,8248,8288,0,8328,8280
32.500000,39.438939,10584,8264,8280,0,8328,8280
32.437501,39.438939,10584,8264,8264,0,8320,8264
33.250000,39.438939,10592,8256,8264,0,8320,8264
32.625000,39.438939,10592,8264,8264,0,8320,8264
31.937501,39.438939,10576,8264,8264,0,8312,8264
31.625001,39.438939,10584,8264,8264,0,8312,8264
32.250001,39.438939,10608,8240,8264,0,8304,8264
32.250001,39.438939,10600,8288,8264,0,8304,8264
32.437501,39.438939,10592,8272,8264,0,8304,8264
32.000000,39.438939,10600,8264,8264,0,8304,8264
31.937501,39.438939,10584,8256,8264,0,8304,8264
32.437501,39.438939,10600,8264,8264,0,8304,8264
32.437501,39.438939,10592,8264,8264,0,8288,8264
32.312500,39.438939,10552,8248,8264,0,8288,8264
32.125001,39.438939,10576,8224,8264,0,8288,8264
32.250001,39.438939,10584,8256,8256,0,8288,8256
32.250001,39.438939,10584,8248,8256,0,8288,8256
32.125001,39.438939,10576,8256,8248,0,8288,8248
32.312500,39.438939,10552,8240,8248,0,8288,8248
32.312500,39.438939,10568,8264,8248,0,8288,8248
32.500000,39.438939,10528,8256,8256,0,8280,8248
32.500000,39.438939,10512,8288,8256,0,8264,8248
32.937500,39.438939,10528,8256,8256,0,8264,8248
32.937500,39.438939,10528,8280,8256,0,8264,8248
32.437501,26.364977,10504,8272,8264,1,8264,8248
32.500000,26.364977,10488,8304,8272,1,8272,8248
31.437500,26.364977,10544,8304,8280,1,8280,8248
32.250001,26.364977,10536,8288,8280,1,8280,8248
32.500000,26.364977,10544,8288,8288,1,8288,8248
32.937500,26.364977,10552,8272,8288,1,8288,8248
32.437501,26.364977,10560,8240,8288,1,8288,8248
32.000000,26.364977,10552,8272,8288,1,8288,8248
31.750000,26.364977,10560,8280,8272,1,8288,8248
32.312500,26.364977,10552,8288,8272,1,8288,8248
31.812501,26.364977,10544,8264,8272,1,8288,8248
32.000000,26.364977,10552,8272,8272,1,8288,8248
32.125001,26.364977,10520,8264,8272,1,8288,8248
31.937501,26.364977,10536,8264,8272,1,8288,8248
33.000000,26.364977,10560,8256,8264,0,8288,8248
32.000000,26.364977,10552,8216,8264,0,8288,8248
32.125001,26.364977,10528,8200,8264,0,8288,8256
31.937501,26.364977,10544,8224,8256,0,8288,8256
32.125001,26.364977,10544,8216,8224,0,8288,8224
31.937501,26.364977,10528,8240,8216,0,8288,8216
32.125001,26.364977,10496,8208,8216,0,8288,8216
32.000000,26.364977,10472,8200,8216,0,8288,8216
32.625000,26.364977,10488,8208,8216,0,8288,8216
32.125001,26.364977,10488,8208,8208,0,8288,8208
32.312500,26.364977,10488,8224,8208,0,8288,8208
32.500000,26.364977,10472,8216,8208,0,8288,8208
32.437501,26.364977,10456,8232,8208,0,8288,8208
32.250001,26.364977,10448,8272,8216,0,8288,8208
32.125001,26.364977,10416,8264,8224,0,8272,8208
32.250001,26.364977,10440,8280,8232,0,8272,8208
32.125001,25.009763,10448,8280,8264,1,8272,8208
33.125000,25.009763,10464,8272,8272,1,8272,8208
32.750001,25.009763,10472,8264,8272,1,8272,8208
32.125001,25.009763,10472,8264,8272,1,8272,8208
32.437501,25.009763,10536,8256,8272,1,8272,8208
32.312500,25.009763,10512,8232,8264,1,8272,8208
32.437501,25.009763,10488,8224,8264,1,8272,8208
32.500000,25.009763,10496,8192,8256,1,8272,8208
32.250001,25.009763,10488,8216,8232,0,8272,8208
32.500000,25.009763,10488,8176,8224,0,8272,8208
32.500000,25.009763,10448,8192,8216,0,8272,8208
32.937500,25.009763,10448,8192,8192,0,8272,8192
32.437501,25.009763,10456,8184,8192,0,8272,8192
32.812500,25.009763,10440,8168,8192,0,8272,8192
32.750001,25.009763,10472,8168,8184,0,8272,8184
31.750000,25.009763,10488,8136,8184,0,8272,8184
32.125001,25.009763,10472,8136,8168,0,8272,8168
31.812501,25.009763,10480,8144,8168,0,8272,8168
31.500001,25.009763,10456,8152,8144,0,8272,8144
32.250001,25.009763,10472,8136,8144,0,8272,8144
32.500000,25.009763,10440,8136,8136,0,8272,8136
33.437500,25.009763,10432,8136,8136,0,8272,8136
32.500000,25.009763,10432,8136,8136,0,8272,8136
32.625000,25.009763,10416,8112,8136,0,8272,8136
32.500000,25.009763,10392,8136,8136,0,8272,8136
32.125001,25.009763,10400,8144,8136,0,8264,8136
33.250000,25.009763,10392,8144,8136,0,8264,8136
32.750001,25.009763,10392,8160,8136,0,8256,8136
32.812500,25.009763,10408,8144,8144,0,8232,8136
32.437501,25.009763,10392,8160,8144,0,8224,8136
32.937500,25.009763,10376,8144,8144,0,8216,8136
33.312500,25.009763,10400,8128,8144,0,8192,8136
32.250001,25.009763,10368,8128,8144,0,8192,8136
32.125001,25.009763,10368,8144,8144,0,8192,8136
32.000000,25.009763,10376,8136,8144,0,8184,8136
32.812500,25.009763,10344,8168,8136,0,8184,8136
32.125001,25.009763,10336,8128,8136,0,8168,8136
31.812501,25.009763,10328,8144,8136,0,8168,8136
32.437501,23.487496,10328,8128,8144,1,8144,8136
32.625000,23.487496,10344,8120,8136,0,8144,8136
33.437500,23.487496,10328,8120,8128,0,8144,8128
32.812500,23.487496,10328,8112,8128,0,8144,8128
32.812500,23.487496,10336,8136,8120,0,8144,8120
32.750001,23.487496,10320,8104,8120,0,8144,8120
32.250001,23.487496,10320,8120,8120,0,8144,8120
32.437501,23.487496,10328,8120,8120,0,8144,8120
32.437501,23.487496,10328,8096,8120,0,8144,8120
32.937500,23.487496,10344,8080,8120,0,8144,8120
33.000000,23.487496,10344,8088,8104,0,8144,8104
32.812500,23.487496,10288,8136,8096,0,8144,8096
33.312500,23.487496,10304,8112,8096,0,8144,8096
32.437501,23.487496,10304,8104,8096,0,8144,8096
32.750001,23.487496,10328,8080,8104,0,8144,8096
33.312500,23.487496,10296,8120,8104,0,8144,8096
32.500000,23.487496,10312,8088,8112,0,8144,8096
32.812500,23.487496,10312,8088,8104,0,8144,8096
32.500000,23.487496,10312,8080,8088,0,8144,8088
33.125000,23.487496,10280,8104,8088,0,8144,8088
33.000000,23.487496,10288,8072,8088,0,8144,8088
33.312500,23.487496,10272,8064,8088,0,8136,8088
33.750000,23.487496,10288,8088,8080,0,8128,8080
33.312500,23.487496,10320,8096,8080,0,8128,8080
32.500000,23.487496,10288,8088,8088,0,8120,8080
33.312500,23.487496,10288,8080,8088,0,8120,8080
32.312500,23.487496,10288,8064,8088,0,8120,8080
32.812500,23.487496,10304,8080,8088,0,8120,8080
32.937500,23.487496,10296,8104,8080,0,8120,8080
32.937500,23.487496,10280,8088,8080,0,8120,8080
32.437501,23.487496,10272,8096,8080,0,8112,8080
33.000000,23.487496,10312,8088,8088,0,8112,8080
32.125001,23.487496,10264,8080,8088,0,8112,8080
32.625000,23.487496,10280,8072,8088,0,8112,8080
33.625000,23.487496,10272,8072,8088,0,8112,8080
32.500000,23.487496,10296,8080,8080,0,8112,8080
32.500000,23.487496,10280,8080,8080,0,8112,8080
32.312500,23.487496,10296,8080,8080,0,8104,8080
32.437501,23.487496,10280,8064,8080,0,8088,8080
32.250001,23.487496,10280,8072,8080,0,8088,8080
32.812500,23.487496,10288,8064,8080,0,8088,8080
32.500000,23.487496,10272,8072,8072,0,8088,8072
32.437501,23.487496,10296,8080,8072,0,8088,8072
32.500000,23.487496,10288,8072,8072,0,8088,8072
32.625000,23.487496,10256,8072,8072,0,8088,8072
32.937500,23.487496,10288,8080,8072,0,8088,8072
32.937500,23.487496,10240,8072,8072,0,8088,8072
32.625000,23.487496,10272,8080,8072,0,8088,8072
32.812500,23.487496,10240,8088,8072,0,8088,8072
32.812500,23.487496,10248,8064,8080,0,8088,8072
32.625000,23.487496,10240,8064,8080,0,8088,8072
32.812500,23.487496,10248,8056,8072,0,8088,8072
33.000000,23.487496,10256,8064,8064,0,8088,8064
33.250000,23.487496,10240,8064,8064,0,8088,8064
33.437500,23.487496,10272,8056,8064,0,8088,8064
33.250000,23.487496,10248,8064,8064,0,8080,8064
33.250000,23.487496,10232,8072,8064,0,8080,8064
32.812500,23.487496,10248,8072,8064,0,8080,8064
32.937500,23.487496,10224,8056,8064,0,8080,8064
32.500000,23.487496,10224,8072,8064,0,8080,8064
33.437500,23.487496,10240,8032,8072,0,8080,8064
32.812500,23.487496,10232,8056,8072,0,8080,8064
33.312500,23.487496,10240,8040,8056,0,8080,8056
33.000000,23.487496,10224,8064,8056,0,8080,8056
33.250000,23.487496,10240,8064,8056,0,8080,8056
32.812500,23.487496,10248,8056,8056,0,8080,8056
33.312500,23.487496,10240,8040,8056,0,8080,8056
32.625000,23.487496,10232,8048,8056,0,8080,8056
32.750001,23.487496,10248,8048,8056,0,8080,8056
32.937500,23.487496,10224,8048,8048,0,8080,8048
32.500000,23.487496,10232,8040,8048,0,8080,8048
32.250001,23.487496,10200,8040,8048,0,8072,8048
32.437501,23.487496,10216,8040,8048,0,8072,8048
33.125000,23.487496,10216,8016,8040,0,8072,8040
32.437501,23.487496,10208,8024,8040,0,8072,8040
34.125001,23.487496,10232,8040,8040,0,8072,8040
32.312500,23.487496,10200,8008,8040,0,8072,8040
33.125000,23.487496,10192,8032,8024,0,8072,8024
33.312500,23.487496,10200,8032,8024,0,8072,8024
33.312500,23.487496,10208,8040,8032,0,8072,8024
32.625000,23.487496,10200,8016,8032,0,8072,8024
32.625000,23.487496,10208,8048,8032,0,8072,8024
33.937500,23.487496,10176,8056,8032,0,8056,8024
33.000000,23.487496,10200,8032,8040,0,8056,8024
33.750000,23.487496,10208,8040,8040,0,8056,8024
34.062500,23.487496,10224,8056,8040,0,8056,8024
33.437500,20.638981,10216,8040,8048,1,8056,8024
32.437501,20.638981,10184,8016,8040,1,8056,8024
32.812500,20.638981,10216,8024,8040,1,8056,8024
32.625000,20.638981,10192,8024,8040,1,8048,8024
32.750001,20.638981,10200,8032,8024,0,8048,8024
33.000000,20.638981,10168,7992,8024,0,8048,8024
32.625000,20.638981,10176,8024,8024,0,8048,8024
32.500000,20.638981,10176,8016,8024,0,8048,8024
33.250000,20.638981,10184,8032,8024,0,8048,8024
31.937501,20.638981,10216,8056,8024,0,8048,8024
32.625000,20.638981,10288,8056,8024,0,8048,8024
33.250000,20.638981,10336,8064,8032,0,8048,8024
33.000000,20.293140,10336,8008,8056,1,8056,8024
32.437501,20.293140,9528,7584,8056,1,8056,8024
32.000000,20.293140,13872,14000,8056,1,8056,8024
31.812501,20.293140,14128,7968,8056,1,8056,8024
33.437500,20.293140,7016,3720,8008,0,8056,8008
32.625000,20.293140,4416,2328,7968,0,8056,7968
32.500000,20.293140,3192,1664,7584,0,8056,7584
33.812501,20.293140,2344,1168,3720,0,8056,3720
32.500000,20.293140,1592,744,2328,0,8056,2328
33.625000,20.293140,1096,560,1664,0,8056,1664
32.125001,20.293140,640,368,1168,0,8056,1168
32.812500,20.293140,304,232,744,0,8056,744
33.125000,20.293140,208,176,560,0,8056,560
33.125000,20.293140,136,128,368,0,8056,368
33.437500,20.293140,96,88,232,0,8056,232
33.250000,20.293140,72,128,176,0,8056,176
33.000000,20.293140,96,144,128,0,8056,128
33.000000,20.293140,128,176,128,0,8056,128
33.000000,20.293140,144,272,128,0,8056,128
32.937500,20.293140,152,296,144,0,8056,128
32.437501,20.293140,120,280,176,0,8056,128
32.125001,20.293140,136,328,272,0,8056,128
32.500000,20.293140,176,376,280,0,8056,128
32.250001,20.293140,240,496,296,0,8056,128
32.250001,20.293140,368,672,328,0,8008,128
32.312500,20.293140,672,1024,376,0,7968,128
33.125000,20.293140,1304,1752,496,0,7584,128
33.125000,20.293140,2112,2560,672,0,3720,128
32.500000,20.293140,2392,2856,1024,0,2328,128
31.500001,19.578739,2992,3440,1752,1,1752,128
33.125000,19.578739,4048,4368,2560,1,2560,128
32.750001,19.578739,5264,5304,2856,1,2856,128
32.437501,19.578739,5728,5760,3440,1,3440,128
32.625000,19.578739,5568,5768,4368,1,4368,128
32.312500,19.578739,5264,5504,5304,1,5304,128
32.437501,19.578739,5448,5616,5504,1,5504,128
31.812501,19.578739,6320,6376,5616,1,5616,128
33.000000,19.578739,8688,8464,5760,1,5760,128
32.312500,19.578739,11208,10928,5768,1,5768,128
32.500000,19.578739,5256,6824,6376,1,6376,144
33.312500,19.578739,5176,6592,6824,1,6824,176
32.312500,19.578739,5256,6656,6824,1,6824,272
32.000000,19.578739,5336,6696,6824,1,6824,280
32.625000,19.578739,5280,6632,6696,1,6824,296
32.812500,19.578739,5168,6552,6656,1,6824,328
32.500000,19.578739,5024,6432,6632,1,6824,376
32.500000,19.578739,4992,6320,6632,1,6824,496
32.312500,19.578739,4936,6248,6552,1,6824,672
32.312500,19.578739,4824,6192,6432,1,6824,1024
32.937500,19.578739,4840,6176,6320,1,6824,1752
32.812500,19.578739,4744,6128,6248,1,6824,2560
32.625000,19.578739,4608,6032,6192,1,6824,2856
33.312500,19.578739,4536,5992,6176,1,6824,3440
32.750001,19.578739,4504,5888,6128,1,6824,4368
32.500000,19.578739,4472,5840,6032,1,6824,5304
32.750001,19.578739,4488,5856,5992,0,6824,5504
32.312500,19.578739,4520,5832,5888,0,6824,5616
32.812500,19.578739,4512,5840,5856,0,6824,5760
32.750001,19.578739,4496,5864,5840,0,6824,5768
32.812500,19.578739,4528,5864,5840,0,6824,5840
32.812500,19.578739,4520,5864,5856,0,6824,5840
32.812500,19.578739,4488,5808,5864,0,6824,5840
33.125000,19.578739,4496,5832,5864,0,6824,5840
32.750001,19.578739,4472,5824,5864,0,6696,5840
32.812500,19.578739,4512,5824,5832,0,6656,5832
33.000000,19.578739,4560,5864,5824,0,6632,5824
32.625000,19.578739,4576,5888,5824,0,6632,5824
33.000000,19.578739,4592,5888,5832,0,6552,5824
32.937500,19.578739,4632,5888,5864,0,6432,5824
33.250000,19.578739,4632,5888,5888,0,6320,5824
32.625000,19.578739,4616,5864,5888,0,6248,5824
32.312500,19.578739,4600,5872,5888,0,6192,5824
33.250000,19.578739,4592,5856,5888,0,6176,5824
33.125000,19.578739,4592,5824,5872,0,6128,5824
33.312500,19.578739,4528,5760,5864,0,6032,5824
33.125000,19.578739,4416,5736,5856,0,5992,5824
32.937500,19.578739,4368,5696,5824,0,5888,5824
33.250000,19.578739,4384,5720,5760,0,5888,5760
32.937500,19.578739,4440,5728,5736,0,5888,5736
33.125000,19.578739,4544,5816,5728,0,5888,5728
32.500000,19.578739,4608,5848,5728,0,5888,5728
33.437500,19.578739,4632,5880,5728,0,5888,5728
33.125000,19.578739,4600,5896,5816,0,5888,5728
33.250000,20.892465,4632,5896,5848,1,5888,5728
32.750001,20.892465,4720,5952,5880,1,5888,5728
33.437500,20.892465,4960,6160,5896,1,5896,5728
33.000000,20.892465,5536,6640,5896,1,5896,5728
33.312500,20.892465,5760,6856,5952,1,5952,5728
32.500000,20.892465,5640,6712,6160,1,6160,5728
33.125000,20.892465,5640,6664,6640,1,6640,5728
32.812500,20.892465,5640,6672,6664,1,6664,5728
33.312500,20.892465,5672,6720,6672,1,6672,5728
32.500000,20.892465,5664,6712,6712,1,6712,5728
33.750000,20.892465,5592,6672,6712,1,6712,5728
33.562500,20.892465,5528,6608,6672,1,6712,5728
33.125000,20.892465,5512,6528,6672,1,6712,5728
32.750001,20.892465,5496,6488,6672,1,6712,5728
32.625000,20.892465,5440,6448,6608,1,6712,5728
33.250000,20.892465,5352,6376,6528,1,6712,5728
33.312500,20.892465,5336,6352,6488,1,6712,5728
33.000000,20.892465,5392,6392,6448,1,6712,5728
33.312500,20.892465,5536,6552,6392,1,6712,5728
33.000000,20.892465,5592,6608,6392,1,6712,5816
33.312500,20.892465,5704,6752,6392,1,6712,5848
33.562500,20.892465,6240,7192,6552,1,6712,5880
32.312500,20.892465,6352,7232,6608,1,6712,5896
33.000000,20.892465,6384,7232,6752,1,6752,5896
33.812501,20.892465,6320,7128,7192,1,7192,5952
32.250001,20.892465,6224,7024,7192,1,7192,6160
32.312500,20.892465,6064,6888,7192,1,7192,6392
33.000000,20.892465,5984,6784,7128,1,7192,6392
33.562500,20.892465,5872,6688,7024,1,7192,6392
32.250001,20.892465,5848,6656,6888,1,7192,6392
32.312500,20.892465,5832,6616,6784,1,7192,6392
32.625000,20.892465,5816,6592,6688,0,7192,6392
33.437500,20.892465,5808,6536,6656,0,7192,6392
33.562500,20.892465,5752,6536,6616,0,7192,6392
32.937500,20.892465,5776,6552,6592,0,7192,6392
32.437501,20.892465,5864,6608,6552,0,7192,6392
32.500000,20.892465,6008,6696,6552,0,7192,6392
32.500000,20.892465,5944,6608,6552,0,7192,6392
32.500000,20.892465,5896,6544,6608,0,7192,6392
32.500000,20.892465,5920,6568,6608,0,7192,6392
32.500000,20.892465,5920,6544,6608,0,7192,6392
32.812500,20.892465,5936,6520,6568,0,7192,6552
32.812500,20.892465,5888,6528,6544,0,7192,6544
32.500000,20.892465,5848,6456,6544,0,7192,6544
32.437501,20.892465,5832,6448,6528,0,7192,6528
33.312500,20.892465,5856,6424,6520,0,7192,6520
32.500000,20.892465,5872,6448,6456,0,7192,6456
32.250001,20.892465,5880,6480,6448,0,7128,6448
32.937500,20.892465,5920,6512,6448,0,7024,6448
32.625000,20.892465,5920,6512,6448,0,6888,6448
32.750001,20.892465,5960,6592,6480,0,6784,6448
33.000000,20.892465,6104,6712,6512,0,6688,6448
32.312500,20.892465,6408,7008,6512,0,6656,6448
33.000000,29.064892,6392,6992,6592,1,6616,6448
32.937500,29.064892,6392,6944,6712,1,6712,6448
32.750001,29.064892,6352,6912,6944,1,6944,6448
32.750001,29.064892,6280,6840,6944,1,6944,6448
32.625000,29.064892,6256,6792,6944,1,6944,6448
33.312500,29.064892,6232,6736,6912,1,6944,6448
33.312500,29.064892,6160,6680,6840,1,6944,6448
32.625000,29.064892,6176,6672,6792,1,6944,6448
32.625000,29.064892,6144,6624,6736,1,6944,6448
32.750001,29.064892,6120,6608,6680,1,6944,6448
32.812500,29.064892,6136,6616,6672,1,6944,6448
33.000000,29.064892,6112,6640,6624,0,6944,6448
33.000000,29.064892,6120,6608,6624,0,6944,6448
32.125001,29.064892,6120,6640,6616,0,6944,6448
33.250000,29.064892,6120,6624,6616,0,6944,6448
32.437501,29.064892,6152,6608,6624,0,6944,6448
33.000000,29.064892,6144,6632,6624,0,6944,6448
32.812500,29.064892,6120,6624,6624,0,6944,6480
32.750001,29.064892,6096,6624,6624,0,6944,6512
33.125000,29.064892,6120,6632,6624,0,6944,6512
33.000000,29.064892,6112,6648,6624,0,6944,6592
32.937500,29.064892,6136,6672,6632,0,6944,6616
32.937500,29.064892,6136,6632,6632,0,6944,6616
33.125000,29.064892,6136,6640,6632,0,6944,6616
32.750001,29.064892,6136,6648,6640,0,6944,6616
33.125000,29.064892,6136,6632,6648,0,6912,6616
33.125000,29.064892,6128,6640,6640,0,6840,6616
32.937500,29.064892,6120,6616,6640,0,6792,6616
32.750001,29.064892,6120,6624,6640,0,6736,6616
33.625000,29.064892,6112,6608,6632,0,6680,6616
33.125000,29.064892,6128,6624,6624,0,6672,6616
32.937500,29.064892,6096,6608,6624,0,6648,6616
33.125000,29.064892,6088,6600,6616,0,6648,6616
33.125000,29.064892,6080,6576,6608,0,6648,6608
32.937500,29.064892,6096,6544,6608,0,6648,6608
32.937500,29.064892,6096,6568,6600,0,6648,6600
33.312500,29.064892,6072,6568,6576,0,6648,6576
33.250000,29.064892,6096,6584,6568,0,6648,6568
33.562500,29.064892,6096,6568,6568,0,6648,6568
32.812500,29.064892,6064,6584,6568,0,6648,6568
33.250000,29.064892,6072,6568,6568,0,6648,6568
33.625000,29.064892,6072,6528,6568,0,6648,6568
33.312500,29.064892,6040,6552,6568,0,6648,6568
33.125000,29.064892,6048,6544,6568,0,6648,6568
32.937500,29.064892,6056,6536,6552,0,6648,6552
33.750000,29.064892,6048,6568,6544,0,6648,6544
33.312500,29.064892,6056,6576,6544,0,6640,6544
33.250000,29.064892,6072,6560,6552,0,6640,6544
33.312500,29.064892,6048,6544,6560,0,6640,6544
33.125000,29.064892,6056,6544,6560,0,6632,6544
33.437500,29.064892,6032,6512,6560,0,6624,6544
33.437500,29.064892,6032,6552,6544,0,6624,6544
32.937500,29.064892,6048,6568,6544,0,6616,6544
32.812500,29.064892,6056,6528,6544,0,6608,6544
33.125000,29.064892,6048,6560,6544,0,6608,6544
32.937500,29.064892,6040,6544,6552,0,6600,6544
32.937500,29.064892,6040,6576,6552,0,6576,6544
32.937500,29.064892,6040,6576,6560,0,6568,6544
33.437500,29.064892,6048,6528,6560,0,6568,6544
32.812500,29.064892,6048,6544,6560,0,6568,6544
33.250000,29.064892,6080,6560,6544,0,6568,6544
33.250000,29.064892,6008,6544,6560,0,6568,6544
33.250000,29.064892,6024,6544,6544,0,6568,6544
33.562500,29.064892,6032,6536,6544,0,6568,6544
33.562500,29.064892,6032,6528,6544,0,6560,6544
33.312500,29.064892,6016,6544,6544,0,6560,6544
33.562500,29.064892,6040,6560,6544,0,6560,6544
33.562500,29.064892,6008,6568,6544,0,6560,6544
33.312500,29.064892,6048,6560,6544,0,6560,6544
32.937500,26.296842,6040,6568,6560,1,6560,6544
33.625000,26.296842,6040,6560,6560,1,6560,6544
33.437500,26.296842,6040,6576,6560,1,6560,6544
33.125000,26.296842,6032,6544,6568,1,6568,6544
33.000000,26.296842,6016,6568,6560,1,6568,6544
33.312500,26.296842,6032,6576,6568,1,6568,6544
33.437500,26.296842,6040,6576,6568,1,6568,6544
33.437500,26.296842,6032,6592,6576,1,6576,6544
33.750000,26.296842,6048,6552,6576,1,6576,6544
33.312500,26.296842,6056,6568,6576,1,6576,6544
33.250000,26.296842,6048,6552,6576,1,6576,6544
33.312500,26.296842,6048,6568,6568,1,6576,6544
33.250000,26.296842,6056,6568,6568,1,6576,6544
33.562500,26.296842,6016,6568,6568,1,6576,6544
33.625000,26.296842,6056,6536,6568,1,6576,6544
32.625000,26.296842,6032,6552,6568,1,6576,6544
33.437500,26.296842,6040,6568,6568,1,6576,6544
33.312500,26.296842,6048,6560,6568,1,6576,6544
32.937500,26.296842,6040,6576,6560,1,6576,6544
33.250000,26.296842,6064,6568,6560,1,6576,6544
32.750001,26.296842,6072,6592,6568,1,6576,6560
33.562500,26.296842,6072,6600,6568,1,6576,6560
33.625000,26.296842,6056,6600,6576,1,6576,6560
33.750000,26.296842,6064,6592,6592,1,6592,6560
32.812500,26.296842,6088,6568,6592,1,6592,6560
33.562500,26.296842,6064,6560,6592,1,6592,6560
34.062500,26.296842,6040,6552,6592,1,6592,6560
33.750000,26.296842,6032,6592,6568,0,6592,6560
33.750000,26.296842,6096,6592,6568,0,6592,6560
33.812501,26.296842,6048,6576,6568,0,6592,6560
33.000000,26.296842,6080,6584,6576,0,6592,6560
33.437500,36.267622,6064,6592,6584,1,6592,6560
33.125000,36.267622,6088,6584,6592,1,6592,6560
33.437500,36.267622,6048,6584,6584,1,6592,6560
33.562500,36.267622,6056,6584,6584,1,6592,6560
32.750001,36.267622,6056,6592,6584,1,6592,6560
32.937500,36.267622,6048,6552,6584,1,6592,6560
33.750000,36.267622,6056,6576,6584,1,6592,6560
33.437500,36.267622,6072,6584,6584,1,6592,6560
32.937500,36.267622,6040,6584,6584,1,6592,6560
32.750001,36.267622,6048,6576,6584,1,6592,6568
34.062500,36.267622,6056,6584,6576,0,6592,6568
33.312500,36.267622,6032,6552,6584,0,6592,6568
32.812500,36.267622,6032,6552,6584,0,6592,6568
33.937500,36.267622,6040,6568,6576,0,6592,6568
32.812500,36.267622,6048,6584,6568,0,6592,6568
33.437500,36.267622,6056,6560,6568,0,6592,6568
33.812501,36.267622,6024,6560,6560,0,6592,6560
32.125001,36.267622,6048,6560,6560,0,6592,6560
32.437501,36.267622,6072,6576,6560,0,6592,6560
32.437501,36.267622,6032,6576,6560,0,6592,6560
33.312500,36.267622,6016,6576,6560,0,6592,6560
32.750001,36.267622,6016,6576,6576,0,6592,6560
33.312500,36.267622,6056,6576,6576,0,6584,6560
32.437501,36.267622,6048,6560,6576,0,6584,6560
33.437500,36.267622,6056,6552,6576,0,6584,6560
32.937500,36.267622,6032,6552,6576,0,6584,6560
32.500000,36.267622,6056,6568,6560,0,6584,6560
32.437501,36.267622,6072,6544,6560,0,6584,6560
34.125001,36.267622,6032,6544,6552,0,6584,6552
33.312500,36.267622,6040,6584,6552,0,6584,6552
33.625000,36.267622,6008,6560,6552,0,6584,6552
32.812500,36.267622,6024,6552,6560,0,6584,6552
33.812501,36.267622,6024,6536,6552,0,6584,6552
32.937500,36.267622,6040,6568,6552,0,6576,6552
33.312500,36.267622,6040,6560,6560,0,6576,6552
32.625000,36.267622,6040,6544,6560,0,6576,6552
32.312500,36.267622,6040,6584,6552,0,6576,6552
32.625000,36.267622,6040,6568,6560,0,6576,6552
32.937500,36.267622,6032,6544,6568,0,6576,6552
32.625000,36.267622,6024,6552,6560,0,6576,6552
33.625000,36.267622,6040,6536,6552,0,6576,6552
33.437500,36.267622,6024,6544,6552,0,6576,6552
32.437501,36.267622,6024,6552,6544,0,6576,6544
32.750001,36.267622,6000,6560,6544,0,6576,6544
32.750001,36.267622,6040,6568,6552,0,6576,6544
32.625000,36.267622,6040,6560,6552,0,6576,6544
32.500000,36.267622,6024,6544,6560,0,6568,6544
33.000000,36.267622,6048,6584,6560,0,6568,6544
33.312500,36.267622,6048,6576,6560,0,6568,6544
32.750001,34.649429,6040,6568,6568,1,6568,6544
32.812500,34.649429,6008,6528,6568,1,6568,6544
32.750001,34.649429,6032,6576,6568,1,6568,6544
33.312500,34.649429,6008,6568,6576,1,6576,6544
32.437501,34.649429,6048,6544,6568,1,6576,6544
32.500000,34.649429,6032,6552,6568,1,6576,6544
33.812501,34.649429,6008,6552,6552,0,6576,6544
32.625000,34.649429,6024,6536,6552,0,6576,6544
33.937500,34.649429,6048,6552,6552,0,6576,6544
33.000000,34.649429,6048,6552,6552,0,6576,6544
32.625000,34.649429,6032,6584,6552,0,6576,6544
32.625000,34.649429,6024,6560,6552,0,6576,6544
32.500000,34.649429,6048,6576,6552,0,6576,6544
32.500000,34.649429,6040,6576,6560,0,6576,6544
33.312500,36.729963,6016,6552,6576,1,6576,6544
32.625000,36.729963,6040,6560,6576,1,6576,6552
33.250000,36.729963,6072,6560,6560,0,6576,6552
32.437501,36.729963,6032,6560,6560,0,6576,6552
33.125000,36.729963,6024,6560,6560,0,6576,6552
32.312500,36.729963,6080,6584,6560,0,6576,6552
32.625000,36.729963,6032,6584,6560,0,6576,6552
33.562500,36.729963,6064,6536,6560,0,6576,6552
32.812500,36.729963,6056,6560,6560,0,6576,6552
33.125000,36.729963,6032,6552,6560,0,6576,6552
32.625000,36.729963,6048,6560,6560,0,6576,6552
33.000000,36.729963,6032,6560,6560,0,6576,6552
